S.N.	E	Gam	phi	C	Neu	dil	ExDep	Bfill	Plthk	FAng	Inc	Sp	Len
290	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
291	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
292	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
293	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
294	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
295	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
296	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
297	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
298	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
299	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
300	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
301	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
302	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
303	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
304	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
305	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
306	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
307	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
308	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
309	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
310	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
311	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
312	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
313	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
314	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
315	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
316	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
317	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
318	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
319	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
320	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
321	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
322	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
323	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
324	8000	19.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
325	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
326	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
327	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
328	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
329	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
330	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
331	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
332	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
333	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
334	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
335	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
336	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
337	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
338	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
339	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
340	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
341	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
342	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
343	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
344	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
345	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
346	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
347	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
348	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
349	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
350	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
351	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
352	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
353	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
354	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
355	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
356	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
357	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
358	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
359	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
360	8000	19.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
361	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
362	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
363	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
364	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
365	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
366	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
367	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
368	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
369	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
370	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
371	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
372	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
373	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
374	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
375	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
376	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
377	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
378	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
379	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
380	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
381	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
382	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
383	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
384	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
385	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
386	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
387	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
388	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
389	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
390	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
391	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
392	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
393	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
394	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
395	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
396	8000	19.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
397	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
398	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
399	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
400	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
401	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
402	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
403	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
404	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
405	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
406	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
407	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
408	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
409	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
410	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
411	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
412	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
413	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
414	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
415	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
416	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
417	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
418	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
419	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
420	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
421	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
422	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
423	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
424	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
425	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
426	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
427	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
428	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
429	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
430	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
431	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
432	8000	19.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
433	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.2
434	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.0
435	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	0.8
436	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.2
437	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.0
438	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	0.8
439	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.2
440	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.0
441	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	0.8
442	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.2
443	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.0
444	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	0.8
445	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.2
446	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.0
447	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	0.8
448	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.2
449	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.0
450	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	0.8
451	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.2
452	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.0
453	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	0.8
454	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.2
455	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.0
456	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	0.8
457	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.2
458	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.0
459	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	0.8
460	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.2
461	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.0
462	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	0.8
463	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.2
464	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.0
465	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	0.8
466	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.2
467	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.0
468	8000	19.5	34.0	25.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	0.8
469	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.2
470	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.0
471	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	0.8
472	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.2
473	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.0
474	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	0.8
475	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.2
476	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.0
477	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	0.8
478	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.2
479	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.0
480	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	0.8
481	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.2
482	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.0
483	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	0.8
484	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.2
485	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.0
486	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	0.8
487	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.2
488	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.0
489	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	0.8
490	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.2
491	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.0
492	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	0.8
493	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.2
494	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.0
495	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	0.8
496	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.2
497	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.0
498	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	0.8
499	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.2
500	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.0
501	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	0.8
502	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.2
503	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	1.0
504	8000	19.5	34.0	25.0	0.3	4.0	6.0	29.0	200	10.0	15	0.9	0.8
505	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.2
506	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.0
507	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	0.8
508	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.2
509	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.0
510	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	0.8
511	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.2
512	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.0
513	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	0.8
514	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.2
515	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	1.0
516	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.5	0.8
517	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.2
518	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	1.0
519	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.7	0.8
520	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.2
521	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	1.0
522	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	100	10.0	15	0.9	0.8
523	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.2
524	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	1.0
525	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.5	0.8
526	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.2
527	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	1.0
528	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.7	0.8
529	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.2
530	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	1.0
531	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	5.0	15	0.9	0.8
532	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.2
533	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	1.0
534	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.5	0.8
535	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.2
536	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	1.0
537	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.7	0.8
538	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.2
539	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	1.0
540	8000	19.5	34.0	15.0	0.35	4.0	6.0	29.0	200	10.0	15	0.9	0.8
541	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.2
542	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	1.0
543	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.5	0.8
544	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.2
545	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	1.0
546	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.7	0.8
547	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.2
548	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	1.0
549	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	5.0	15	0.9	0.8
550	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.2
551	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	1.0
552	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.5	0.8
553	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.2
554	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	1.0
555	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.7	0.8
556	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.2
557	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	1.0
558	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	100	10.0	15	0.9	0.8
559	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.2
560	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	1.0
561	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.5	0.8
562	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.2
563	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	1.0
564	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.7	0.8
565	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.2
566	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	1.0
567	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	5.0	15	0.9	0.8
568	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.2
569	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	1.0
570	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.5	0.8
571	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.2
572	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	1.0
573	8000	19.5	34.0	15.0	0.3	4.0	6.0	29.0	200	10.0	15	0.7	0.8
